Gender,MaritalStatus,Age,Accommodation,Faculty,SecSchType ,HealthCondition, LevelOfStudy,LectureAttend,ClassActive,LateFreq,StudyHours,CGPA,TechUtilization,EmpStatus,SocialMedia,StressMang,SadFreq,StudentAssoc,ExtracurricularAct,YearsBefAdmission,FamilySize,SponsorType,SponsorIncome,SponsorSupport, HomeResp,ProgramPref,OnlineResources,TeachStaffComp,QualityOfFacilities,ClassSize,InternetAccess,LecClarification,LecSupport,TeachnApproach,TeachnResources,TopicDensity,LecAbsFreq,LecPuctuality,TeachExperience
Male,Single,21-25,On-campus,Environmental,Private,No,200,Disagree,Occasionally,Twice a week,5-10 hours,3.50 - 4.49,Frequently,No,2-3 hours,Moderate,Often,No,Rarely,Less than 1 year,Above 9 members,Parents,"N80,000 - N150,000",Average,Frequently,Yes,Good,Good,Excellent,No,Agree,Good,Average,Occasionally,Occasionally,Agree,Agree,Disagree,Average
Male,Single,21-25,Off-campus,Environmental,Public,No,200,Disagree,Frequently,Once a week,5-10 hours,3.50 - 4.49,Frequently,No,1-2 hours,Moderate,Sometimes,No,Never,1-2 years,Above 9 members,Parents,"N80,000 - N150,000",Average,Frequently,No,Average,Average,Poor,Yes,Strongly disagree,Average,Poor,Occasionally,Rarely,Agree,Strongly agree,Agree,Average
Male,Single,21-25,On-campus,Environmental,Public,No,200,Agree,Rarely,Never,5-10 hours,2.40 - 3.49,Very frequently,No,More than 4 hours,Moderate,Sometimes,No,Occasionally,Less than 1 year,5-9 members,Parents,"Below N80,000",Average,Occasionally,No,Average,Good,Excellent,No,Agree,Average,Excellent,Always,Frequently,Strongly agree,Agree,Agree,Average
Male,Single,16-20,Off-campus,Education,Private,No,200,Disagree,Occasionally,Never,Less than 5 hours,3.50 - 4.49,Frequently,No,Less than 1 hour,Moderate,Sometimes,No,Occasionally,Less than 1 year,Above 9 members,Guardian,"Below N80,000",High,Occasionally,Yes,Good,Good,Excellent,Yes,Agree,Excellent,Excellent,Always,Always,Agree,Agree,Agree,Good
Male,Single,16-20,Off-campus,Environmental,Private,No,200,Disagree,Rarely,Twice a week,Less than 5 hours,2.40 - 3.49,Very frequently,Yes,More than 4 hours,Moderate,Often,No,Never,Less than 1 year,Above 9 members,Parents,"Above N150,000",Average,Frequently,Yes,Good,Average,Average,Yes,Strongly agree,Average,Average,Frequently,Rarely,Agree,Agree,Agree,Poor
Male,Single,16-20,Living with family/relatives,Environmental,Private,No,200,Disagree,Occasionally,Twice a week,More than 20 hours,2.40 - 3.49,Frequently,No,3-4 hours,Moderate,Sometimes,Yes,Never,1-2 years,5-9 members,Parents,"Above N150,000",Average,Frequently,Yes,Average,Good,Good,Yes,Strongly agree,Good,Good,Occasionally,Frequently,Disagree,Strongly agree,Agree,Good
Male,Single,26-30,On-campus,Engineering,Private,No,500,Disagree,Frequently,Rarely,15-20 hours,3.50 - 4.49,Frequently,No,3-4 hours,Moderate,Sometimes,Yes,Occasionally,Less than 1 year,Above 9 members,Parents,"Above N150,000",Average,Frequently,Yes,Good,Good,Good,Yes,Agree,Good,Good,Frequently,Frequently,Agree,Agree,Agree,Good
Male,Single,26-30,On-campus,Engineering,Private,No,500,Agree,Occasionally,Rarely,10-15 hours,2.40 - 3.49,Occasionally,No,1-2 hours,Moderate,Sometimes,No,Occasionally,Less than 1 year,5-9 members,Parents,"Below N80,000",High,Frequently,Yes,Good,Good,Good,No,Disagree,Average,Average,Occasionally,Occasionally,Agree,Agree,Agree,Average
Male,Single,26-30,Off-campus,Engineering,Public,No,500,Strongly agree,Never,Almost every day,Less than 5 hours,4.50 - 5.00,Very frequently,Yes,More than 4 hours,Very high,Very often,No,Never,More than 3 years,5-9 members,Self-sponsored,"Below N80,000",High,Occasionally,Yes,Excellent,Poor,Average,No,Strongly disagree,Average,Poor,Occasionally,Rarely,Strongly agree,Strongly agree,Strongly agree,Average
Male,Single,21-25,Off-campus,Physical Sciences,Private,No,500,Agree,Never,Rarely,More than 20 hours,4.50 - 5.00,Very frequently,Yes,2-3 hours,Moderate,Sometimes,Yes,Never,Less than 1 year,1-4 members,Parents,"N80,000 - N150,000",High,Occasionally,Yes,Good,Average,Poor,No,Strongly disagree,Average,Average,Rarely,Rarely,Agree,Agree,Agree,Average
Male,Single,21-25,Off-campus,Physical Sciences,Public,No,300,Disagree,Occasionally,Rarely,5-10 hours,4.50 - 5.00,Frequently,No,More than 4 hours,Moderate,Sometimes,No,Very frequently,1-2 years,5-9 members,Parents,"Below N80,000",Low,Frequently,Yes,Average,Average,Poor,No,Agree,Average,Average,Occasionally,Occasionally,Agree,Agree,Agree,Average
Male,Single,21-25,Off-campus,Physical Sciences,Public,No,300,Strongly disagree,Rarely,Rarely,5-10 hours,2.40 - 3.49,Occasionally,No,1-2 hours,Moderate,Sometimes,No,Occasionally,1-2 years,5-9 members,Parents,"Below N80,000",Average,Very frequently,Yes,Very poor,Good,Very poor,Yes,Strongly disagree,Good,Good,Frequently,Always,Disagree,Agree,Strongly disagree,Good
Male,Single,26-30,Living with family/relatives,Physical Sciences,Public,Yes,300,Strongly agree,Never,Twice a week,Less than 5 hours,2.40 - 3.49,Very frequently,Yes,More than 4 hours,Moderate,Sometimes,No,Never,More than 3 years,5-9 members,Self-sponsored,"Below N80,000",Average,Very frequently,Yes,Average,Average,Very poor,No,Agree,Average,Good,Occasionally,Occasionally,Strongly disagree,Agree,Agree,Average
Male,Single,21-25,Off-campus,Physical Sciences,Public,No,300,Disagree,Occasionally,Rarely,Less than 5 hours,3.50 - 4.49,Very frequently,No,2-3 hours,Moderate,Often,No,Very frequently,Less than 1 year,Above 9 members,Parents,"N80,000 - N150,000",High,Frequently,Yes,Poor,Good,Average,No,Disagree,Good,Good,Frequently,Frequently,Agree,Agree,Agree,Good
Male,Single,21-25,Off-campus,Physical Sciences,Public,No,300,Agree,Occasionally,Rarely,10-15 hours,2.40 - 3.49,Very frequently,No,3-4 hours,Moderate,Sometimes,Yes,Occasionally,Less than 1 year,5-9 members,Parents,"Above N150,000",High,Occasionally,Yes,Poor,Average,Poor,Yes,Disagree,Average,Good,Occasionally,Occasionally,Agree,Agree,Agree,Average
Male,Single,21-25,Off-campus,Physical Sciences,Private,No,300,Disagree,Rarely,Rarely,10-15 hours,2.40 - 3.49,Very frequently,No,2-3 hours,Moderate,Sometimes,No,Occasionally,Less than 1 year,5-9 members,Parents,"Above N150,000",High,Very frequently,Yes,Excellent,Good,Very poor,No,Strongly disagree,Average,Average,Frequently,Frequently,Disagree,Disagree,Disagree,Average
Male,Single,21-25,Off-campus,Physical Sciences,Private,No,500,Disagree,Frequently,Rarely,Less than 5 hours,2.40 - 3.49,Frequently,No,More than 4 hours,Moderate,Sometimes,Yes,Occasionally,Less than 1 year,5-9 members,Parents,"N80,000 - N150,000",High,Occasionally,Yes,Excellent,Good,Poor,No,Strongly disagree,Average,Good,Occasionally,Rarely,Disagree,Disagree,Disagree,Excellent
Male,Single,21-25,On-campus,Physical Sciences,Private,No,300,Agree,Occasionally,Rarely,Less than 5 hours,1.50 - 2.39,Very frequently,No,1-2 hours,Moderate,Sometimes,No,Rarely,More than 3 years,Above 9 members,Self-sponsored,"Below N80,000",Low,Very frequently,Yes,Average,Average,Poor,No,Disagree,Average,Average,Rarely,Rarely,Agree,Agree,Disagree,Average
Female,Single,21-25,On-campus,Physical Sciences,Private,No,300,Disagree,Rarely,Never,Less than 5 hours,2.40 - 3.49,Frequently,No,1-2 hours,Moderate,Sometimes,No,Never,Less than 1 year,5-9 members,Parents,"N80,000 - N150,000",High,Occasionally,Yes,Good,Good,Poor,No,Disagree,Good,Good,Frequently,Frequently,Agree,Disagree,Disagree,Excellent
Female,Single,21-25,On-campus,Physical Sciences,Public,No,300,Agree,Rarely,Rarely,5-10 hours,0.00 - 1.49,Occasionally,Yes,1-2 hours,Moderate,Sometimes,No,Never,Less than 1 year,5-9 members,Self-sponsored,"Below N80,000",High,Very frequently,Yes,Average,Good,Very poor,No,Strongly disagree,Good,Good,Occasionally,Occasionally,Agree,Agree,Agree,Good
Male,Single,21-25,On-campus,Physical Sciences,Private,No,300,Strongly agree,Rarely,Once a week,Less than 5 hours,2.40 - 3.49,Occasionally,Yes,2-3 hours,Moderate,Often,No,Never,Less than 1 year,Above 9 members,Parents,"N80,000 - N150,000",Average,Frequently,Yes,Average,Poor,Very poor,No,Strongly disagree,Very poor,Poor,Occasionally,Never,Strongly agree,Agree,Agree,Poor
Female,Single,21-25,Living with family/relatives,Physical Sciences,Private,No,300,Agree,Rarely,Rarely,10-15 hours,3.50 - 4.49,Frequently,No,More than 4 hours,Low,Often,No,Never,1-2 years,5-9 members,Parents,"Below N80,000",Average,Occasionally,Yes,Good,Average,Very poor,No,Disagree,Average,Average,Occasionally,Rarely,Agree,Disagree,Disagree,Average
Male,Single,16-20,On-campus,Physical Sciences,Private,No,300,Agree,Rarely,Twice a week,Less than 5 hours,2.40 - 3.49,Occasionally,No,2-3 hours,Moderate,Sometimes,No,Never,2-3 years,Above 9 members,Parents,"Above N150,000",High,Occasionally,Yes,Good,Average,Poor,Yes,Disagree,Average,Average,Occasionally,Rarely,Agree,Agree,Agree,Average
Male,Single,21-25,On-campus,Physical Sciences,Private,No,300,Agree,Rarely,Rarely,Less than 5 hours,2.40 - 3.49,Very frequently,No,3-4 hours,High,Often,No,Never,Less than 1 year,Above 9 members,Parents,"Above N150,000",High,Occasionally,Yes,Poor,Good,Very poor,Yes,Strongly disagree,Good,Good,Frequently,Frequently,Strongly agree,Disagree,Agree,Excellent
Male,Single,16-20,Off-campus,Physical Sciences,Public,No,300,Agree,Rarely,Rarely,Less than 5 hours,1.50 - 2.39,Frequently,No,More than 4 hours,High,Sometimes,No,Rarely,Less than 1 year,1-4 members,Parents,"Above N150,000",High,Occasionally,No,Good,Good,Good,Yes,Disagree,Good,Good,Occasionally,Frequently,Disagree,Agree,Agree,Good
Male,Single,16-20,Off-campus,Physical Sciences,Private,No,200,Agree,Rarely,Twice a week,5-10 hours,4.50 - 5.00,Very frequently,No,More than 4 hours,Moderate,Often,No,Occasionally,1-2 years,5-9 members,Parents,"N80,000 - N150,000",Average,Frequently,Yes,Average,Good,Very poor,Yes,Strongly disagree,Average,Good,Frequently,Frequently,Disagree,Agree,Agree,Good
Male,Single,16-20,On-campus,Physical Sciences,Private,No,200,Disagree,Rarely,Never,Less than 5 hours,2.40 - 3.49,Frequently,No,2-3 hours,Low,Often,No,Rarely,Less than 1 year,5-9 members,Parents,"Above N150,000",High,Occasionally,Yes,Average,Good,Good,Yes,Disagree,Average,Good,Occasionally,Frequently,Disagree,Disagree,Disagree,Good
Male,Single,16-20,Off-campus,Physical Sciences,Private,No,200,Strongly agree,Rarely,Rarely,Less than 5 hours,3.50 - 4.49,Frequently,Yes,2-3 hours,Moderate,Sometimes,No,Rarely,1-2 years,5-9 members,Parents,"N80,000 - N150,000",Average,Frequently,Yes,Average,Average,Average,Yes,Disagree,Average,Average,Occasionally,Occasionally,Agree,Agree,Agree,Average
Male,Single,21-25,On-campus,Physical Sciences,Private,No,200,Agree,Rarely,Once a week,Less than 5 hours,2.40 - 3.49,Occasionally,No,1-2 hours,Low,Sometimes,No,Never,Less than 1 year,5-9 members,Guardian,"Below N80,000",High,Frequently,No,Good,Excellent,Good,Yes,Disagree,Excellent,Excellent,Occasionally,Occasionally,Disagree,Disagree,Disagree,Excellent
Male,Single,21-25,On-campus,Physical Sciences,Private,No,300,Strongly disagree,Rarely,Twice a week,5-10 hours,1.50 - 2.39,Very frequently,No,More than 4 hours,Low,Very often,No,Never,Less than 1 year,5-9 members,Guardian,"Above N150,000",High,Frequently,Yes,Excellent,Average,Very poor,No,Strongly disagree,Average,Average,Frequently,Occasionally,Agree,Disagree,Disagree,Average
Male,Single,21-25,Living with family/relatives,Physical Sciences,Public,No,200,Strongly disagree,Rarely,Once a week,5-10 hours,3.50 - 4.49,Frequently,Yes,1-2 hours,Moderate,Sometimes,Yes,Rarely,Less than 1 year,Above 9 members,Parents,"Below N80,000",Average,Not at all,Yes,Excellent,Good,Average,No,Strongly agree,Excellent,Average,Always,Always,Disagree,Strongly disagree,Strongly disagree,Good
Male,Single,26-30,Living with family/relatives,Physical Sciences,Public,No,200,Agree,Very frequently,Never,10-15 hours,3.50 - 4.49,Very frequently,Yes,2-3 hours,Moderate,Sometimes,No,Never,1-2 years,5-9 members,Parents,"N80,000 - N150,000",High,Not at all,Yes,Average,Good,Average,Yes,Agree,Excellent,Excellent,Always,Always,Disagree,Agree,Disagree,Good
Male,Single,21-25,On-campus,Physical Sciences,Private,No,300,Agree,Frequently,Once a week,5-10 hours,2.40 - 3.49,Frequently,Yes,1-2 hours,Moderate,Sometimes,No,Frequently,1-2 years,Above 9 members,Guardian,"N80,000 - N150,000",Average,Occasionally,No,Average,Average,Good,No,Disagree,Average,Average,Occasionally,Occasionally,Disagree,Agree,Agree,Excellent
Male,Single,21-25,Off-campus,Physical Sciences,Private,No,300,Strongly disagree,Rarely,Never,Less than 5 hours,1.50 - 2.39,Very frequently,No,2-3 hours,Moderate,Very often,Yes,Occasionally,More than 3 years,5-9 members,Parents,"Below N80,000",Low,Very frequently,Yes,Excellent,Excellent,Excellent,Yes,Strongly agree,Good,Excellent,Always,Always,Strongly disagree,Strongly disagree,Strongly disagree,Excellent
Male,Single,26-30,Off-campus,Physical Sciences,Public,No,500,Agree,Occasionally,Once a week,10-15 hours,3.50 - 4.49,Frequently,No,2-3 hours,Moderate,Sometimes,No,Occasionally,Less than 1 year,5-9 members,Parents,"N80,000 - N150,000",Average,Occasionally,Yes,Average,Good,Poor,Yes,Agree,Average,Good,Occasionally,Frequently,Agree,Disagree,Agree,Good
Male,Single,21-25,Off-campus,Physical Sciences,Private,No,200,Disagree,Frequently,Never,More than 20 hours,0.00 - 1.49,Very frequently,No,1-2 hours,Very high,Never,No,Very frequently,Less than 1 year,5-9 members,Parents,"Above N150,000",High,Occasionally,Yes,Excellent,Excellent,Good,Yes,Agree,Excellent,Excellent,Always,Always,Agree,Disagree,Strongly disagree,Excellent
Male,Single,21-25,Living with family/relatives,Physical Sciences,Private,No,500,Agree,Occasionally,Once a week,10-15 hours,2.40 - 3.49,Very frequently,No,1-2 hours,Moderate,Sometimes,No,Rarely,2-3 years,Above 9 members,Self-sponsored,"Below N80,000",High,Occasionally,Yes,Good,Average,Poor,No,Disagree,Average,Average,Occasionally,Occasionally,Disagree,Agree,Strongly agree,Average
Male,Single,16-20,Off-campus,Physical Sciences,Public,No,300,Agree,Frequently,Twice a week,5-10 hours,3.50 - 4.49,Frequently,No,Less than 1 hour,Moderate,Sometimes,No,Never,2-3 years,5-9 members,Self-sponsored,"Below N80,000",High,Frequently,Yes,Excellent,Average,Poor,Yes,Agree,Average,Average,Frequently,Frequently,Agree,Agree,Agree,Average
Male,Single,26-30,Off-campus,Physical Sciences,Public,No,300,Disagree,Frequently,Almost every day,Less than 5 hours,2.40 - 3.49,Frequently,No,1-2 hours,Moderate,Sometimes,No,Rarely,1-2 years,5-9 members,Parents,"N80,000 - N150,000",High,Occasionally,Yes,Average,Average,Poor,Yes,Strongly disagree,Average,Good,Rarely,Occasionally,Disagree,Disagree,Disagree,Good
Male,Single,21-25,Off-campus,Physical Sciences,Public,No,300,Disagree,Rarely,Once a week,15-20 hours,2.40 - 3.49,Rarely,Yes,1-2 hours,Moderate,Sometimes,No,Occasionally,Less than 1 year,5-9 members,Parents,"Below N80,000",Average,Frequently,Yes,Excellent,Excellent,Poor,No,Agree,Good,Good,Always,Rarely,Agree,Disagree,Agree,Excellent
Male,Single,16-20,Off-campus,Physical Sciences,Public,No,200,Agree,Never,Rarely,Less than 5 hours,2.40 - 3.49,Frequently,Yes,2-3 hours,Moderate,Sometimes,No,Occasionally,Less than 1 year,5-9 members,Parents,"Above N150,000",Average,Very frequently,Yes,Good,Excellent,Average,No,Disagree,Good,Average,Occasionally,Frequently,Disagree,Agree,Agree,Good
Male,Single,21-25,Off-campus,Physical Sciences,Private,No,200,Strongly agree,Rarely,Rarely,10-15 hours,2.40 - 3.49,Frequently,No,2-3 hours,Moderate,Very often,No,Frequently,Less than 1 year,Above 9 members,Parents,"Above N150,000",Low,Occasionally,Yes,Average,Average,Good,Yes,Disagree,Average,Average,Occasionally,Occasionally,Disagree,Disagree,Disagree,Average
Male,Single,16-20,Living with family/relatives,Physical Sciences,Private,No,200,Disagree,Rarely,Rarely,5-10 hours,1.50 - 2.39,Frequently,Yes,1-2 hours,Moderate,Often,No,Occasionally,Less than 1 year,5-9 members,Parents,"N80,000 - N150,000",High,Occasionally,No,Average,Good,Excellent,Yes,Strongly agree,Good,Good,Frequently,Rarely,Strongly disagree,Disagree,Disagree,Excellent
Male,Single,16-20,Off-campus,Physical Sciences,Private,No,200,Disagree,Rarely,Rarely,Less than 5 hours,1.50 - 2.39,Frequently,No,Less than 1 hour,Moderate,Sometimes,No,Frequently,Less than 1 year,1-4 members,Parents,"Below N80,000",Average,Frequently,No,Good,Average,Poor,No,Disagree,Excellent,Good,Always,Frequently,Agree,Agree,Agree,Excellent
Male,Single,16-20,On-campus,Physical Sciences,Private,No,200,Disagree,Never,Once a week,5-10 hours,2.40 - 3.49,Frequently,No,More than 4 hours,Moderate,Sometimes,No,Rarely,Less than 1 year,5-9 members,Parents,"N80,000 - N150,000",Average,Frequently,No,Average,Good,Poor,No,Strongly agree,Average,Average,Occasionally,Occasionally,Agree,Agree,Agree,Average
Male,Single,16-20,On-campus,Physical Sciences,Private,No,300,Agree,Rarely,Rarely,Less than 5 hours,3.50 - 4.49,Very frequently,Yes,More than 4 hours,Moderate,Sometimes,No,Never,Less than 1 year,Above 9 members,Parents,"N80,000 - N150,000",High,Frequently,Yes,Average,Average,Very poor,Yes,Strongly disagree,Average,Excellent,Always,Rarely,Strongly disagree,Agree,Agree,Average
Male,Single,21-25,Off-campus,Physical Sciences,Private,No,300,Strongly disagree,Frequently,Rarely,10-15 hours,3.50 - 4.49,Frequently,Yes,3-4 hours,Moderate,Sometimes,No,Rarely,Less than 1 year,Above 9 members,Guardian,"N80,000 - N150,000",Average,Frequently,Yes,Average,Good,Poor,Yes,Disagree,Average,Good,Rarely,Frequently,Strongly agree,Disagree,Disagree,Excellent
Male,Single,21-25,Off-campus,Physical Sciences,Public,No,300,Agree,Rarely,Rarely,10-15 hours,2.40 - 3.49,Frequently,Yes,More than 4 hours,Moderate,Often,No,Rarely,More than 3 years,5-9 members,Self-sponsored,"Below N80,000",Average,Occasionally,Yes,Poor,Average,Average,Yes,Disagree,Average,Average,Frequently,Occasionally,Agree,Disagree,Disagree,Average
Female,Single,21-25,Living with family/relatives,Physical Sciences,Public,No,200,Strongly disagree,Occasionally,Never,5-10 hours,3.50 - 4.49,Frequently,No,1-2 hours,Moderate,Sometimes,No,Rarely,1-2 years,5-9 members,Parents,"Below N80,000",High,Occasionally,Yes,Good,Good,Average,Yes,Agree,Good,Excellent,Frequently,Occasionally,Agree,Disagree,Agree,Excellent
Male,Single,21-25,Living with family/relatives,Physical Sciences,Public,No,300,Agree,Rarely,Rarely,Less than 5 hours,3.50 - 4.49,Frequently,Yes,2-3 hours,Moderate,Often,No,Never,2-3 years,5-9 members,Parents,"Below N80,000",High,Frequently,Yes,Good,Good,Good,Yes,Agree,Good,Average,Frequently,Frequently,Agree,Agree,Agree,Good
Male,Single,16-20,On-campus,Education,Public,No,200,Agree,Never,Almost every day,Less than 5 hours,1.50 - 2.39,Never,Yes,Less than 1 hour,High,Very often,Yes,Very frequently,Less than 1 year,Above 9 members,Parents,"Below N80,000",Low,Very frequently,Yes,Average,Average,Poor,Yes,Agree,Average,Average,Never,Frequently,Agree,Agree,Strongly agree,Good
Male,Single,21-25,Off-campus,Education,Public,No,300,Disagree,Occasionally,Rarely,10-15 hours,1.50 - 2.39,Occasionally,Yes,2-3 hours,Moderate,Often,Yes,Rarely,Less than 1 year,5-9 members,Self-sponsored,"Below N80,000",Low,Frequently,Yes,Average,Average,Good,Yes,Disagree,Good,Good,Occasionally,Occasionally,Disagree,Agree,Agree,Good
Female,Single,21-25,On-campus,Environmental,Private,No,200,Strongly disagree,Occasionally,Twice a week,10-15 hours,4.50 - 5.00,Very frequently,No,1-2 hours,High,Sometimes,No,Rarely,Less than 1 year,Above 9 members,Parents,"N80,000 - N150,000",Average,Not at all,Yes,Average,Good,Good,No,Disagree,Average,Good,Occasionally,Occasionally,Agree,Agree,Agree,Good
Male,Single,21-25,Off-campus,Physical Sciences,Public,No,300,Agree,Rarely,Rarely,10-15 hours,2.40 - 3.49,Frequently,No,2-3 hours,High,Sometimes,Yes,Rarely,Less than 1 year,Above 9 members,Parents,"Below N80,000",Average,Very frequently,Yes,Average,Good,Very poor,No,Disagree,Average,Good,Frequently,Frequently,Disagree,Agree,Agree,Average
Male,Single,21-25,Off-campus,Physical Sciences,Private,No,200,Agree,Occasionally,Twice a week,5-10 hours,2.40 - 3.49,Frequently,No,More than 4 hours,Moderate,Sometimes,Yes,Frequently,2-3 years,5-9 members,Parents,"N80,000 - N150,000",Average,Frequently,Yes,Poor,Average,Average,No,Disagree,Average,Average,Rarely,Occasionally,Agree,Agree,Agree,Average
